time,raw_data,filtered_data
14:27:22.235476,1407.8976213932037,10.144502153347783
14:27:22.239382,1477.9211580753326,72.37357658374029
14:27:22.243288,1500.1119673252106,245.9320897542642
14:27:22.247194,1443.427950143814,541.7292728764911
14:27:22.251101,1386.0584795475006,888.1102865887262
14:27:22.257695,1403.2842218875885,1173.634581574674
14:27:22.264289,1474.6786653995514,1314.6416907361192
14:27:22.270883,1508.5937082767487,1294.4773232032758
14:27:22.277477,1454.872041940689,1160.0964515870746
14:27:22.284072,1385.7664167881012,986.1125956146252
14:27:22.289245,1450.0857889652252,833.101118033733
14:27:22.294418,1496.57741189003,726.6272976370386
14:27:22.299591,1388.6095583438873,661.4068064177985
14:27:22.304764,1388.6870443820953,616.3333676703666
14:27:22.309935,1451.6057074069977,570.695025587613
14:27:22.313372,1496.5476095676422,516.6375081711814
14:27:22.316809,1466.4055407047272,458.9036066333194
14:27:22.320246,1393.4613764286041,402.9859759816894
14:27:22.323683,1375.3773272037506,347.19747194413554
14:27:22.327121,1439.2198622226715,287.5337909074609
14:27:22.328652,1498.437076807022,226.50496982627138
14:27:22.330183,1480.4603159427643,172.62927739444436
14:27:22.331714,1411.3785326480865,130.65864619124886
14:27:22.333245,1385.8498632907867,95.55475054915185
14:27:22.334774,1440.8470690250397,58.4004549213353
14:27:22.341866,1497.7456629276276,16.680532996478785
14:27:22.348958,1481.7477762699127,-24.1629151024185
14:27:22.356050,1376.03297829628,-59.4866350850326
14:27:22.363142,1424.807459115982,-92.18109635802178
14:27:22.370235,1491.7613565921783,-127.16830548839506
14:27:22.375990,1487.7201616764069,-162.1569478207758
14:27:22.381745,1415.1395857334137,-190.59687634751347
14:27:22.387500,1371.4911043643951,-213.0264380658209
14:27:22.393255,1410.9613001346588,-238.40275464012538
14:27:22.399009,1484.7458899021149,-272.1811622978046
14:27:22.402181,1421.5530455112457,-308.2777740253331
14:27:22.405353,1369.17844414711,-337.1744662965798
14:27:22.408525,1394.7130739688873,-358.3295463823337
14:27:22.411697,1466.0300314426422,-378.32689759442235
14:27:22.414869,1487.434059381485,-398.8052387963375
14:27:22.418056,1430.4102957248688,-413.44580479276124
14:27:22.421243,1370.0486719608307,-418.33471416256657
14:27:22.424430,1389.5870745182037,-420.06008866142776
14:27:22.427617,1463.3359014987946,-429.21347306353107
14:27:22.430805,1498.0138838291168,-447.3476233708702
14:27:22.434096,1445.3651010990143,-464.76556249626236
14:27:22.437387,1377.0104944705963,-472.4249926881155
14:27:22.440678,1381.552368402481,-472.7692673986431
14:27:22.443969,1445.6035196781158,-475.8803495492945
14:27:22.447262,1490.187793970108,-486.49250000543196
14:27:22.448840,1451.5222609043121,-498.6169696167965
14:27:22.450418,1383.078247308731,-503.93132645746914
14:27:22.451996,1378.8045942783356,-502.4053715592552
14:27:22.453574,1443.183571100235,-501.49599282651917
14:27:22.455153,1491.3441240787506,-505.7358197749459
14:27:22.462928,1457.691341638565,-510.94106856718884
14:27:22.470703,1391.2977278232574,-510.37975255529176
14:27:22.478478,1384.425312280655,-504.02696644319127
14:27:22.486253,1446.622759103775,-498.406581935244
14:27:22.494027,1502.4305880069733,-497.65298082488823
14:27:22.495012,1477.9449999332428,-498.0371421916918
14:27:22.495997,1403.3736288547516,-493.1699138099365
14:27:22.496982,1377.6780664920807,-482.8574974019893
14:27:22.497967,1424.9445497989655,-473.9013086059662
14:27:22.498950,1481.652408838272,-471.8356773375594
14:27:22.506420,1468.062549829483,-474.31591839240053
14:27:22.513890,1396.7694342136383,-474.3740076287542
14:27:22.521360,1367.7062094211578,-468.93078785710065
14:27:22.528830,1418.3880388736725,-461.5311805746895
14:27:22.536299,1489.3831312656403,-456.2744975253007
14:27:22.537674,1418.858915567398,-452.0652067740166
14:27:22.539049,1369.6850836277008,-445.56056055176055
14:27:22.540424,1407.2062075138092,-436.9940093053324
14:27:22.541799,1475.3104746341705,-428.55429601984264
14:27:22.543173,1484.75781083107,-418.96604313634117
