time,raw_data,filtered_data
16:01:53.997977,2488.744556903839,17.932464785088555
16:01:54.001883,2474.7851490974426,126.94249654414426
16:01:54.005789,2460.3667855262756,427.31707387191295
16:01:54.009695,2462.482750415802,931.9199950373345
16:01:54.013602,2475.852072238922,1514.9864288691904
16:01:54.019285,2482.8019738197327,1993.5098752184867
16:01:54.024968,2473.074495792389,2236.042647709593
16:01:54.030651,2467.0425057411194,2214.5855188871333
16:01:54.036334,2481.5502762794495,1996.5351796738948
16:01:54.042018,2491.4148449897766,1698.6091102344858
16:01:54.045218,2482.9986691474915,1428.1418894912688
16:01:54.048418,2469.182312488556,1239.5064304423906
16:01:54.051618,2467.2511219978333,1127.2544447791145
16:01:54.054818,2478.5104393959045,1053.9043200812982
16:01:54.058018,2489.0723824501038,985.3936446407464
16:01:54.060779,2484.4172596931458,906.987109567506
16:01:54.063540,2469.247877597809,816.794120508917
16:01:54.066301,2461.03435754776,715.0612743859592
16:01:54.069062,2471.1909890174866,603.625446088142
16:01:54.071821,2483.743727207184,490.9461752704218
16:01:54.074709,2481.8482995033264,389.90922590226216
16:01:54.077597,2466.786205768585,307.1932266851884
16:01:54.080485,2458.137571811676,236.8249882668702
16:01:54.083373,2467.5551056861877,166.9716585073423
16:01:54.086262,2479.1720509529114,92.5272922125897
16:01:54.092442,2481.3833832740784,18.679713067513703
16:01:54.098622,2468.627989292145,-47.78537683091694
16:01:54.104802,2455.7772278785706,-107.53108826985603
16:01:54.110982,2460.7422947883606,-166.88412534144283
16:01:54.117163,2472.698986530304,-228.65566933167062
16:01:54.119914,2476.501762866974,-288.18154397087545
16:01:54.122665,2464.551031589508,-339.61593162208897
16:01:54.125416,2452.5824189186096,-383.7647953041035
16:01:54.128167,2457.2792649269104,-427.012271216286
16:01:54.130916,2470.2492356300354,-472.95182716399324
16:01:54.134166,2476.448118686676,-517.8843898157792
16:01:54.137416,2466.273605823517,-555.949906679466
16:01:54.140666,2456.3494324684143,-586.8710659253937
16:01:54.143916,2460.5873227119446,-616.1297964537505
16:01:54.147167,2477.0858883857727,-647.6350833151363
16:01:54.153113,2486.0265851020813,-678.7240861610562
16:01:54.159059,2474.433481693268,-703.9767876807068
16:01:54.165005,2461.386024951935,-722.6364562942131
16:01:54.170951,2462.2204899787903,-739.8219479100459
16:01:54.176897,2485.0669503211975,-759.995941701895
16:01:54.179680,2476.954758167267,-781.4140055128809
16:01:54.182463,2463.5258316993713,-798.996022114565
16:01:54.185246,2462.2204899787903,-811.4564764048159
16:01:54.188029,2476.114332675934,-822.6186623480435
16:01:54.190813,2487.671673297882,-835.4358501244932
16:01:54.194133,2482.8198552131653,-847.5277664151497
16:01:54.197453,2467.3405289649963,-854.4239806414778
16:01:54.200773,2459.09720659256,-855.9389741085548
16:01:54.204093,2469.992935657501,-857.0031053342997
16:01:54.207414,2482.7781319618225,-861.725217626307
16:01:54.213311,2480.87078332901,-868.389492701089
16:01:54.219208,2465.1768803596497,-871.8205224279054
16:01:54.225105,2457.541525363922,-869.903093024582
16:01:54.231002,2467.2630429267883,-865.8121815890747
16:01:54.236900,2477.9799580574036,-863.4238356626277
16:01:54.239845,2478.4448742866516,-862.2789803819637
16:01:54.242790,2463.7940526008606,-858.5949294271458
16:01:54.245735,2452.367842197418,-850.6017369784809
16:01:54.248680,2463.8476967811584,-840.9852884794017
16:01:54.251627,2480.286657810211,-833.2399158089039
16:01:54.254687,2485.990822315216,-826.8698979537616
16:01:54.257747,2474.689781665802,-817.8798998721718
16:01:54.260807,2463.6033177375793,-803.8906279831125
16:01:54.263867,2466.9113755226135,-787.2179217029571
16:01:54.266928,2483.0105900764465,-772.0770319016907
16:01:54.273345,2489.066421985626,-759.6197841427676
16:01:54.279762,2471.912205219269,-747.1244133018141
16:01:54.286179,2455.65801858902,-732.1521957993325
16:01:54.292596,2473.0268120765686,-715.8616851628364
16:01:54.299012,2484.6914410591125,-700.9472273313216
16:01:54.301953,2473.6109375953674,-687.5480266409277
16:01:54.304894,2457.6547741889954,-673.2263172363877
16:01:54.307835,2457.0289254188538,-656.592932376699
16:01:54.310776,2468.610107898712,-639.0513933267155
16:01:54.313717,2477.7236580848694,-622.5417629566698
16:01:54.319300,2472.2877144813538,-606.7566598802816
16:01:54.324883,2460.1998925209045,-589.5284259611691
